NU_ANO_AVALIACAO;CO_UF;SG_UF;CO_BLOCO;NU_POSICAO;CO_ITEM;TP_SERIE;TP_DISCIPLINA;NU_DESCRITOR_HABILIDADE;DS_GABARITO;TP_RESPOSTA_ITEM;TP_MODELO_TRI;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;NU_PARAM_B1;NU_PARAM_B2;NU_PARAM_B3;NU_PARAM_B4;IN_ITEM_COMUM
2025;11;RO;13;8;41;2;1;D10;;1;3;0.084530000000000;;;744.698680000000000;769.191570000000000;792.884990000000000;;0
2025;11;RO;2;1;117351;2;1;D02;A;3;2;0.034980000000000;632.421980000000000;0.107470000000000;;;;;1
2025;11;RO;7;4;103;2;1;D07;D;3;2;0.031290000000000;840.927820000000000;0.177890000000000;;;;;0
2025;11;RO;8;1;106;2;1;D05;C;3;2;0.053370000000000;742.029820000000000;0.187310000000000;;;;;0
2025;11;RO;4;1;127;2;1;D08;B;3;2;0.030120000000000;734.724430000000000;0.193440000000000;;;;;0
2025;11;RO;13;3;36;2;1;D10;;1;3;0.082600000000000;;;737.823360000000000;776.780290000000000;;;0
2025;11;RO;2;4;117492;2;1;D05;C;3;2;0.026450000000000;745.839840000000000;0.229700000000000;;;;;1
2025;11;RO;1;1;117484;2;1;D02;B;3;2;0.029850000000000;618.713900000000000;0.106600000000000;;;;;1
2025;11;RO;11;5;38;2;1;D10;;1;3;0.045380000000000;;;710.033510000000000;756.552970000000000;;;0
2025;11;RO;1;4;117478;2;1;D02;C;3;2;0.043120000000000;657.772590000000000;0.112290000000000;;;;;1
2025;11;RO;1;5;117443;2;1;D08;D;3;2;0.031330000000000;717.888460000000000;0.149420000000000;;;;;1
2025;11;RO;3;8;117416;2;1;D01;A;3;2;0.023300000000000;649.756400000000000;0.115840000000000;;;;;1
2025;11;RO;7;1;100;2;1;D05;A;3;2;0.050920000000000;734.971170000000000;0.214370000000000;;;;;0
2025;11;RO;11;3;36;2;1;D10;;1;3;0.082600000000000;;;737.823360000000000;776.780290000000000;;;0
2025;11;RO;3;1;117535;2;1;D02;D;3;2;0.039590000000000;659.808770000000000;0.064480000000000;;;;;1
2025;11;RO;2;6;117413;2;1;D07;D;3;2;0.016740000000000;746.992010000000000;0.162750000000000;;;;;1
2025;11;RO;1;2;117474;2;1;D01;C;3;2;0.027600000000000;676.112640000000000;0.083530000000000;;;;;1
2025;11;RO;10;3;115;2;1;D04;C;3;2;0.041800000000000;797.946170000000000;0.209090000000000;;;;;0
2025;11;RO;6;4;116;2;1;D06;B;3;2;0.038400000000000;777.116860000000000;0.229790000000000;;;;;0
2025;11;RO;8;2;104;2;1;D04;A;3;2;0.050760000000000;769.001490000000000;0.336660000000000;;;;;0
2025;11;RO;11;4;37;2;1;D10;;1;3;0.085700000000000;;;733.364140000000000;767.051220000000000;800.069580000000000;;0
2025;11;RO;3;2;117534;2;1;D01;B;3;2;0.019800000000000;613.221470000000000;0.187240000000000;;;;;1
2025;11;RO;11;2;34;2;1;D09;;2;3;0.035990000000000;;;674.317040000000000;686.198750000000000;703.230790000000000;768.134790000000000;0
2025;11;RO;3;3;117482;2;1;D05;D;3;2;0.034380000000000;751.669690000000000;0.175800000000000;;;;;1
2025;12;AC;9;3;109;2;1;D07;D;3;2;0.048040000000000;769.687340000000000;0.220250000000000;;;;;0
2025;12;AC;7;2;113;2;1;D08;B;3;2;0.016860000000000;768.357520000000000;0.223160000000000;;;;;0
2025;12;AC;11;9;42;2;1;D10;;1;3;0.050660000000000;;;724.127680000000000;793.564880000000000;;;0
2025;12;AC;10;4;110;2;1;D06;B;3;2;0.047770000000000;753.795670000000000;0.293650000000000;;;;;0
2025;12;AC;6;2;96;2;1;D06;D;3;2;0.056880000000000;768.372180000000000;0.174600000000000;;;;;0
2025;12;AC;8;4;114;2;1;D08;A;3;2;0.042810000000000;798.144360000000000;0.217010000000000;;;;;0
2025;12;AC;8;2;106;2;1;D04;A;3;2;0.061930000000000;772.126600000000000;0.314760000000000;;;;;0
2025;12;AC;6;3;98;2;1;D08;B;3;2;0.024900000000000;744.369430000000000;0.197070000000000;;;;;0
2025;12;AC;5;2;100;2;1;D07;D;3;2;0.018960000000000;800.900680000000000;0.170700000000000;;;;;0
2025;12;AC;10;3;117;2;1;D04;C;3;2;0.042770000000000;801.255640000000000;0.212070000000000;;;;;0
2025;12;AC;6;1;97;2;1;D05;A;3;2;0.027070000000000;785.914600000000000;0.225850000000000;;;;;0
2025;12;AC;11;8;41;2;1;D10;;1;3;0.080370000000000;;;718.747870000000000;720.018830000000000;732.406930000000000;;0
2025;12;AC;11;3;36;2;1;D10;;1;3;0.111100000000000;;;717.478640000000000;725.048530000000000;;;0
2025;12;AC;11;1;43;2;1;D09;;2;3;0.034360000000000;;;660.315110000000000;661.731300000000000;665.566890000000000;703.981840000000000;0
2025;12;AC;13;2;45;2;1;D09;;2;3;0.041940000000000;;;671.578800000000000;673.593370000000000;683.117590000000000;754.350350000000000;0
2025;12;AC;13;4;37;2;1;D10;;1;3;0.049260000000000;;;713.438810000000000;722.875050000000000;802.203190000000000;;0
2025;12;AC;10;2;103;2;1;D07;A;3;2;0.035430000000000;834.704240000000000;0.237650000000000;;;;;0
2025;12;AC;5;1;101;2;1;D05;C;3;2;0.019510000000000;821.776530000000000;0.192250000000000;;;;;0
2025;12;AC;7;1;102;2;1;D05;A;3;2;0.055130000000000;749.749180000000000;0.245190000000000;;;;;0
2025;12;AC;5;4;122;2;1;D06;A;3;2;0.045800000000000;742.126290000000000;0.190750000000000;;;;;0
2025;12;AC;12;7;40;2;1;D10;;1;3;0.031610000000000;;;812.193590000000000;863.386320000000000;867.973750000000000;;0
2025;12;AC;12;2;46;2;1;D09;;2;3;0.045100000000000;;;672.695800000000000;675.248000000000000;685.075100000000000;748.200430000000000;0
2025;12;AC;12;8;41;2;1;D10;;1;3;0.080370000000000;;;718.747870000000000;720.018830000000000;732.406930000000000;;0
