NU_ANO_AVALIACAO;CO_UF;SG_UF;CO_BLOCO;NU_POSICAO;CO_ITEM;TP_SERIE;TP_DISCIPLINA;NU_DESCRITOR_HABILIDADE;DS_GABARITO;TP_RESPOSTA_ITEM;TP_MODELO_TRI;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;NU_PARAM_B1;NU_PARAM_B2;NU_PARAM_B3;NU_PARAM_B4;IN_ITEM_COMUM
2025;17;TO;12;7;41;2;1;D10;;1;3;0.035250000000000;;;780.910550000000000;819.086250000000000;860.474310000000000;;0
2025;17;TO;13;7;41;2;1;D10;;1;3;0.035250000000000;;;780.910550000000000;819.086250000000000;860.474310000000000;;0
2025;17;TO;12;8;42;2;1;D10;;1;3;0.075850000000000;;;733.638570000000000;756.975470000000000;788.373590000000000;;0
2025;17;TO;12;5;39;2;1;D10;;1;3;0.053480000000000;;;711.110450000000000;751.065760000000000;;;0
2025;17;TO;11;6;40;2;1;D10;;1;3;0.057100000000000;;;728.484640000000000;790.933930000000000;;;0
2025;17;TO;11;5;39;2;1;D10;;1;3;0.053480000000000;;;711.110450000000000;751.065760000000000;;;0
2025;17;TO;7;3;34;2;1;D04;C;3;2;0.054900000000000;774.019800000000000;0.226640000000000;;;;;0
2025;17;TO;11;1;44;2;1;D09;;2;3;0.029390000000000;;;624.854010000000000;632.709290000000000;640.306370000000000;666.579110000000000;0
2025;17;TO;13;5;39;2;1;D10;;1;3;0.053480000000000;;;711.110450000000000;751.065760000000000;;;0
2025;17;TO;11;4;38;2;1;D10;;1;3;0.088120000000000;;;721.994840000000000;753.216360000000000;791.498440000000000;;0
2025;17;TO;12;4;38;2;1;D10;;1;3;0.088120000000000;;;721.994840000000000;753.216360000000000;791.498440000000000;;0
2025;17;TO;12;2;36;2;1;D09;;2;3;0.043380000000000;;;672.415200000000000;687.468340000000000;710.996590000000000;768.245480000000000;0
2025;17;TO;11;3;37;2;1;D10;;1;3;0.088330000000000;;;725.171290000000000;760.235570000000000;;;0
2025;17;TO;12;3;37;2;1;D10;;1;3;0.088330000000000;;;725.171290000000000;760.235570000000000;;;0
2025;17;TO;6;2;100;2;1;D06;D;3;2;0.053320000000000;767.065180000000000;0.143660000000000;;;;;0
2025;17;TO;13;3;37;2;1;D10;;1;3;0.088330000000000;;;725.171290000000000;760.235570000000000;;;0
2025;17;TO;6;1;101;2;1;D05;A;3;2;0.027420000000000;784.644850000000000;0.215930000000000;;;;;0
2025;17;TO;13;4;38;2;1;D10;;1;3;0.088120000000000;;;721.994840000000000;753.216360000000000;791.498440000000000;;0
2025;17;TO;6;3;103;2;1;D08;B;3;2;0.026000000000000;750.782690000000000;0.244520000000000;;;;;0
2025;17;TO;9;2;35;2;1;D04;D;3;2;0.081320000000000;726.938280000000000;0.229920000000000;;;;;0
2025;17;TO;5;2;105;2;1;D07;D;3;2;0.022910000000000;781.359460000000000;0.123110000000000;;;;;0
2025;17;TO;13;6;40;2;1;D10;;1;3;0.057100000000000;;;728.484640000000000;790.933930000000000;;;0
2025;17;TO;13;1;46;2;1;D09;;2;3;0.036450000000000;;;651.481060000000000;664.106510000000000;679.135600000000000;716.450760000000000;0
2025;17;TO;11;2;47;2;1;D09;;2;3;0.033570000000000;;;665.235700000000000;687.322310000000000;713.119970000000000;755.264270000000000;0
2025;17;TO;5;3;104;2;1;D04;B;3;2;0.054810000000000;769.995820000000000;0.239140000000000;;;;;0
2025;17;TO;12;6;40;2;1;D10;;1;3;0.057100000000000;;;728.484640000000000;790.933930000000000;;;0
2025;17;TO;2;3;117537;2;1;D03;C;3;2;0.071710000000000;698.435290000000000;0.264330000000000;;;;;1
2025;17;TO;3;1;117535;2;1;D02;D;3;2;0.039590000000000;659.808770000000000;0.064480000000000;;;;;1
2025;17;TO;2;4;117492;2;1;D05;C;3;2;0.026450000000000;745.839840000000000;0.229700000000000;;;;;1
2025;17;TO;1;1;117484;2;1;D02;B;3;2;0.029850000000000;618.713900000000000;0.106600000000000;;;;;1
2025;17;TO;1;4;117478;2;1;D02;C;3;2;0.043120000000000;657.772590000000000;0.112290000000000;;;;;1
2025;17;TO;1;2;117474;2;1;D01;C;3;2;0.027600000000000;676.112640000000000;0.083530000000000;;;;;1
2025;17;TO;1;5;117443;2;1;D08;D;3;2;0.031330000000000;717.888460000000000;0.149420000000000;;;;;1
2025;17;TO;2;8;117434;2;1;D03;B;3;2;0.055460000000000;708.748630000000000;0.378710000000000;;;;;1
2025;17;TO;2;2;117411;2;1;D01;B;3;2;0.025230000000000;623.313180000000000;0.106540000000000;;;;;1
2025;17;TO;3;4;117404;2;1;D02;A;3;2;0.050980000000000;664.132130000000000;0.316640000000000;;;;;1
2025;17;TO;2;7;117353;2;1;D01;C;3;2;0.035120000000000;684.711150000000000;0.214000000000000;;;;;1
2025;17;TO;2;1;117351;2;1;D02;A;3;2;0.034980000000000;632.421980000000000;0.107470000000000;;;;;1
2025;17;TO;6;4;128;2;1;D04;C;3;2;0.060260000000000;778.696160000000000;0.217670000000000;;;;;0
2025;17;TO;2;5;117350;2;1;D02;A;3;2;0.035970000000000;631.354300000000000;0.106530000000000;;;;;1
2025;17;TO;4;3;127;2;1;D07;A;3;2;0.043170000000000;752.381370000000000;0.294500000000000;;;;;0
2025;17;TO;2;6;117413;2;1;D07;D;3;2;0.017290000000000;732.242790000000000;0.151910000000000;;;;;1
2025;17;TO;1;6;126;2;1;D01;B;3;2;0.019870000000000;869.256130000000000;0.303530000000000;;;;;0
2025;17;TO;3;7;125;2;1;D03;B;3;2;0.032660000000000;636.102140000000000;0.211100000000000;;;;;0
2025;17;TO;1;3;124;2;1;D03;A;3;2;0.034450000000000;620.614340000000000;0.210400000000000;;;;;0
2025;17;TO;4;4;123;2;1;D08;A;3;2;0.021680000000000;786.769660000000000;0.233320000000000;;;;;0
2025;17;TO;1;8;117442;2;1;D03;B;3;2;0.040230000000000;679.382170000000000;0.325150000000000;;;;;1
2025;17;TO;1;7;117472;2;1;D02;D;3;2;0.046610000000000;654.806690000000000;0.076510000000000;;;;;1
2025;17;TO;5;4;122;2;1;D06;A;3;2;0.046560000000000;736.098800000000000;0.266300000000000;;;;;0
2025;17;TO;4;1;119;2;1;D06;A;3;2;0.028460000000000;793.708660000000000;0.235730000000000;;;;;0
2025;17;TO;4;2;118;2;1;D04;D;3;2;0.032460000000000;892.358440000000000;0.167610000000000;;;;;0
2025;17;TO;8;4;117;2;1;D08;D;3;2;0.036920000000000;765.536300000000000;0.120700000000000;;;;;0
2025;17;TO;3;3;117482;2;1;D05;D;3;2;0.034380000000000;751.669690000000000;0.175800000000000;;;;;1
2025;17;TO;7;2;116;2;1;D08;A;3;2;0.037220000000000;797.449390000000000;0.248510000000000;;;;;0
2025;17;TO;3;5;117496;2;1;D01;C;3;2;0.033710000000000;651.362080000000000;0.086780000000000;;;;;1
2025;17;TO;10;4;115;2;1;D06;A;3;2;0.042880000000000;759.390470000000000;0.252820000000000;;;;;0
2025;17;TO;10;2;114;2;1;D07;A;3;2;0.012650000000000;820.660940000000000;0.185140000000000;;;;;0
2025;17;TO;10;3;113;2;1;D04;D;3;2;0.055380000000000;774.847400000000000;0.152630000000000;;;;;0
2025;17;TO;3;2;117534;2;1;D01;B;3;2;0.019800000000000;613.221470000000000;0.187240000000000;;;;;1
2025;17;TO;9;3;112;2;1;D07;A;3;2;0.030890000000000;774.122110000000000;0.200640000000000;;;;;0
2025;17;TO;7;4;111;2;1;D07;A;3;2;0.030630000000000;741.432970000000000;0.210690000000000;;;;;0
2025;17;TO;10;1;110;2;1;D08;D;3;2;0.031800000000000;758.070010000000000;0.131170000000000;;;;;0
2025;17;TO;8;3;109;2;1;D06;A;3;2;0.062360000000000;763.109200000000000;0.256440000000000;;;;;0
2025;17;TO;8;2;108;2;1;D04;C;3;2;0.040980000000000;765.568270000000000;0.353180000000000;;;;;0
2025;17;TO;3;6;117512;2;1;D06;D;3;2;0.020010000000000;814.223440000000000;0.111010000000000;;;;;1
2025;17;TO;3;8;117416;2;1;D01;A;3;2;0.023300000000000;649.756400000000000;0.115840000000000;;;;;1
2025;17;TO;7;1;107;2;1;D05;B;3;2;0.023350000000000;771.504640000000000;0.242950000000000;;;;;0
2025;17;TO;5;1;106;2;1;D05;C;3;2;0.023620000000000;798.248860000000000;0.169510000000000;;;;;0
2025;21;MA;2;3;117537;2;1;D03;C;3;2;0.071710000000000;698.435290000000000;0.264330000000000;;;;;1
2025;21;MA;3;6;117512;2;1;D06;D;3;2;0.020010000000000;814.223440000000000;0.111010000000000;;;;;1
2025;21;MA;3;5;117496;2;1;D01;C;3;2;0.033710000000000;651.362080000000000;0.086780000000000;;;;;1
2025;21;MA;3;3;117482;2;1;D05;D;3;2;0.034380000000000;751.669690000000000;0.175800000000000;;;;;1
2025;21;MA;1;4;117478;2;1;D02;C;3;2;0.043120000000000;657.772590000000000;0.112290000000000;;;;;1
2025;21;MA;1;7;117472;2;1;D02;D;3;2;0.046610000000000;654.806690000000000;0.076510000000000;;;;;1
2025;21;MA;1;8;117442;2;1;D03;B;3;2;0.040230000000000;679.382170000000000;0.325150000000000;;;;;1
2025;21;MA;2;8;117434;2;1;D03;B;3;2;0.055460000000000;708.748630000000000;0.378710000000000;;;;;1
2025;21;MA;2;2;117411;2;1;D01;B;3;2;0.025230000000000;623.313180000000000;0.106540000000000;;;;;1
2025;21;MA;3;4;117404;2;1;D02;A;3;2;0.050980000000000;664.132130000000000;0.316640000000000;;;;;1
2025;21;MA;2;5;117350;2;1;D02;A;3;2;0.035970000000000;631.354300000000000;0.106530000000000;;;;;1
2025;21;MA;2;7;117353;2;1;D01;C;3;2;0.026090000000000;694.738180000000000;0.147920000000000;;;;;1
2025;21;MA;5;4;127;2;1;D08;C;3;2;0.034560000000000;794.516800000000000;0.215760000000000;;;;;0
2025;21;MA;4;4;126;2;1;D07;B;3;2;0.039170000000000;774.995640000000000;0.362670000000000;;;;;0
2025;21;MA;2;1;117351;2;1;D02;A;3;2;0.034980000000000;632.421980000000000;0.107470000000000;;;;;1
2025;21;MA;1;6;125;2;1;D01;B;3;2;0.022380000000000;826.144820000000000;0.310120000000000;;;;;0
2025;21;MA;1;3;123;2;1;D03;A;3;2;0.025350000000000;600.121920000000000;0.204750000000000;;;;;0
2025;21;MA;1;5;117443;2;1;D08;D;3;2;0.031330000000000;717.888460000000000;0.149420000000000;;;;;1
2025;21;MA;8;4;119;2;1;D08;D;3;2;0.030460000000000;772.508840000000000;0.122080000000000;;;;;0
2025;21;MA;10;4;117;2;1;D06;A;3;2;0.038800000000000;765.990620000000000;0.254790000000000;;;;;0
2025;21;MA;1;2;117474;2;1;D01;C;3;2;0.027600000000000;676.112640000000000;0.083530000000000;;;;;1
2025;21;MA;1;1;117484;2;1;D02;B;3;2;0.029850000000000;618.713900000000000;0.106600000000000;;;;;1
2025;21;MA;10;3;115;2;1;D04;D;3;2;0.044620000000000;784.191320000000000;0.175990000000000;;;;;0
2025;21;MA;7;4;113;2;1;D07;A;3;2;0.024170000000000;751.512250000000000;0.206040000000000;;;;;0
2025;21;MA;3;1;117535;2;1;D02;D;3;2;0.039590000000000;659.808770000000000;0.064480000000000;;;;;1
2025;21;MA;8;3;111;2;1;D06;A;3;2;0.046480000000000;767.463930000000000;0.243980000000000;;;;;0
2025;21;MA;7;1;109;2;1;D05;B;3;2;0.032690000000000;792.422470000000000;0.326510000000000;;;;;0
2025;21;MA;6;1;108;2;1;D05;C;3;2;0.020700000000000;800.719070000000000;0.146580000000000;;;;;0
2025;21;MA;2;6;117413;2;1;D07;D;3;2;0.019310000000000;718.988660000000000;0.155370000000000;;;;;1
2025;21;MA;2;4;117492;2;1;D05;C;3;2;0.026450000000000;745.839840000000000;0.229700000000000;;;;;1
2025;21;MA;6;2;107;2;1;D07;D;3;2;0.021010000000000;781.676070000000000;0.106850000000000;;;;;0
2025;21;MA;6;3;106;2;1;D04;B;3;2;0.049380000000000;777.073610000000000;0.253070000000000;;;;;0
2025;21;MA;5;2;103;2;1;D07;A;3;2;0.027520000000000;877.882510000000000;0.217740000000000;;;;;0
2025;21;MA;8;2;110;2;1;D04;C;3;2;0.037940000000000;767.915850000000000;0.382170000000000;;;;;0
2025;21;MA;4;2;101;2;1;D04;B;3;2;0.042920000000000;757.706190000000000;0.288350000000000;;;;;0
2025;21;MA;8;1;50;2;1;D05;B;3;2;0.028950000000000;720.539160000000000;0.283350000000000;;;;;0
2025;21;MA;10;1;112;2;1;D08;D;3;2;0.021430000000000;769.054250000000000;0.092610000000000;;;;;0
2025;21;MA;9;3;114;2;1;D07;A;3;2;0.022170000000000;789.594270000000000;0.169930000000000;;;;;0
2025;21;MA;10;2;116;2;1;D07;A;3;2;0.015180000000000;832.720630000000000;0.217060000000000;;;;;0
2025;21;MA;12;1;45;2;1;D09;;2;3;0.030480000000000;;;651.904690000000000;665.005440000000000;678.556590000000000;704.794170000000000;0
2025;21;MA;13;1;46;2;1;D09;;2;3;0.026680000000000;;;645.876620000000000;659.051530000000000;675.925460000000000;720.990360000000000;0
2025;21;MA;11;1;44;2;1;D09;;2;3;0.024000000000000;;;616.825630000000000;628.656750000000000;639.560150000000000;674.821330000000000;0
2025;21;MA;11;2;47;2;1;D09;;2;3;0.025870000000000;;;656.503030000000000;678.340590000000000;713.415830000000000;775.011000000000000;0
2025;21;MA;11;9;43;2;1;D10;;1;3;0.048640000000000;;;753.141660000000000;787.741190000000000;;;0
2025;21;MA;12;9;43;2;1;D10;;1;3;0.048640000000000;;;753.141660000000000;787.741190000000000;;;0
2025;21;MA;7;2;118;2;1;D08;A;3;2;0.031150000000000;806.443990000000000;0.227770000000000;;;;;0
2025;21;MA;3;8;117416;2;1;D01;A;3;2;0.023300000000000;649.756400000000000;0.115840000000000;;;;;1
2025;21;MA;4;1;120;2;1;D06;A;3;2;0.034520000000000;812.624970000000000;0.266300000000000;;;;;0
2025;21;MA;3;7;124;2;1;D03;B;3;2;0.023830000000000;610.352750000000000;0.216640000000000;;;;;0
2025;21;MA;6;4;128;2;1;D08;C;3;2;0.031010000000000;774.944480000000000;0.181010000000000;;;;;0
2025;21;MA;12;8;42;2;1;D10;;1;3;0.058870000000000;;;752.170000000000000;783.424210000000000;821.988520000000000;;0
2025;21;MA;11;8;42;2;1;D10;;1;3;0.058870000000000;;;752.170000000000000;783.424210000000000;821.988520000000000;;0
2025;21;MA;13;8;42;2;1;D10;;1;3;0.058870000000000;;;752.170000000000000;783.424210000000000;821.988520000000000;;0
2025;21;MA;11;7;41;2;1;D10;;1;3;0.035070000000000;;;815.175600000000000;860.819820000000000;896.695340000000000;;0
2025;21;MA;13;9;43;2;1;D10;;1;3;0.048640000000000;;;753.141660000000000;787.741190000000000;;;0
2025;21;MA;12;7;41;2;1;D10;;1;3;0.035070000000000;;;815.175600000000000;860.819820000000000;896.695340000000000;;0
2025;21;MA;13;7;41;2;1;D10;;1;3;0.035070000000000;;;815.175600000000000;860.819820000000000;896.695340000000000;;0
2025;21;MA;12;6;40;2;1;D10;;1;3;0.044570000000000;;;746.278270000000000;817.226390000000000;;;0
2025;21;MA;13;6;40;2;1;D10;;1;3;0.044570000000000;;;746.278270000000000;817.226390000000000;;;0
2025;21;MA;13;2;48;2;1;D09;;2;3;0.030370000000000;;;669.641060000000000;683.344980000000000;704.271960000000000;759.531490000000000;0
2025;21;MA;11;6;40;2;1;D10;;1;3;0.044570000000000;;;746.278270000000000;817.226390000000000;;;0
2025;21;MA;9;1;49;2;1;D05;A;3;2;0.034790000000000;769.705970000000000;0.225090000000000;;;;;0
2025;21;MA;11;5;39;2;1;D10;;1;3;0.043350000000000;;;730.939990000000000;780.119460000000000;;;0
2025;21;MA;12;5;39;2;1;D10;;1;3;0.043350000000000;;;730.939990000000000;780.119460000000000;;;0
2025;21;MA;13;5;39;2;1;D10;;1;3;0.043350000000000;;;730.939990000000000;780.119460000000000;;;0
2025;21;MA;3;2;117534;2;1;D01;B;3;2;0.019800000000000;613.221470000000000;0.187240000000000;;;;;1
2025;21;MA;9;4;100;2;1;D06;C;3;2;0.040860000000000;799.849530000000000;0.220340000000000;;;;;0
2025;21;MA;11;4;38;2;1;D10;;1;3;0.059160000000000;;;745.946910000000000;791.661750000000000;847.681060000000000;;0
2025;21;MA;13;4;38;2;1;D10;;1;3;0.059160000000000;;;745.946910000000000;791.661750000000000;847.681060000000000;;0
2025;21;MA;5;3;102;2;1;D04;C;3;2;0.034800000000000;794.355080000000000;0.209920000000000;;;;;0
2025;21;MA;12;4;38;2;1;D10;;1;3;0.059160000000000;;;745.946910000000000;791.661750000000000;847.681060000000000;;0
2025;21;MA;11;3;37;2;1;D10;;1;3;0.063170000000000;;;741.099110000000000;782.490400000000000;;;0
2025;21;MA;4;3;105;2;1;D08;A;3;2;0.025120000000000;781.363580000000000;0.223580000000000;;;;;0
2025;21;MA;12;3;37;2;1;D10;;1;3;0.063170000000000;;;741.099110000000000;782.490400000000000;;;0
2025;21;MA;5;1;104;2;1;D05;B;3;2;0.040220000000000;776.357970000000000;0.369890000000000;;;;;0
2025;21;MA;13;3;37;2;1;D10;;1;3;0.063170000000000;;;741.099110000000000;782.490400000000000;;;0
2025;21;MA;12;2;36;2;1;D09;;2;3;0.030100000000000;;;674.078000000000000;691.058300000000000;723.730180000000000;789.991170000000000;0
2025;21;MA;9;2;35;2;1;D04;D;3;2;0.057700000000000;730.272150000000000;0.216090000000000;;;;;0
2025;21;MA;7;3;34;2;1;D04;C;3;2;0.056700000000000;777.750120000000000;0.239440000000000;;;;;0
2025;22;PI;3;1;117535;2;1;D02;D;3;2;0.039590000000000;659.808770000000000;0.064480000000000;;;;;1
2025;22;PI;3;6;117512;2;1;D06;D;3;2;0.020010000000000;814.223440000000000;0.111010000000000;;;;;1
2025;22;PI;3;5;117496;2;1;D01;C;3;2;0.033710000000000;651.362080000000000;0.086780000000000;;;;;1
2025;22;PI;2;4;117492;2;1;D05;C;3;2;0.026450000000000;745.839840000000000;0.229700000000000;;;;;1
2025;22;PI;1;1;117484;2;1;D02;B;3;2;0.029850000000000;618.713900000000000;0.106600000000000;;;;;1
2025;22;PI;3;3;117482;2;1;D05;D;3;2;0.034380000000000;751.669690000000000;0.175800000000000;;;;;1
2025;22;PI;1;4;117478;2;1;D02;C;3;2;0.043120000000000;657.772590000000000;0.112290000000000;;;;;1
2025;22;PI;1;5;117443;2;1;D08;D;3;2;0.031330000000000;717.888460000000000;0.149420000000000;;;;;1
2025;22;PI;2;8;117434;2;1;D03;B;3;2;0.055460000000000;708.748630000000000;0.378710000000000;;;;;1
2025;22;PI;2;6;117413;2;1;D07;D;3;2;0.018620000000000;729.037980000000000;0.177290000000000;;;;;1
2025;22;PI;2;1;117351;2;1;D02;A;3;2;0.034980000000000;632.421980000000000;0.107470000000000;;;;;1
2025;22;PI;6;1;128;2;1;D08;B;3;2;0.031820000000000;840.670850000000000;0.382490000000000;;;;;0
2025;22;PI;2;7;117353;2;1;D01;C;3;2;0.035120000000000;684.711150000000000;0.214000000000000;;;;;1
2025;22;PI;5;1;127;2;1;D08;C;3;2;0.032230000000000;769.574470000000000;0.170980000000000;;;;;0
2025;22;PI;4;1;126;2;1;D08;D;3;2;0.034660000000000;766.048330000000000;0.148950000000000;;;;;0
2025;22;PI;4;3;124;2;1;D04;A;3;2;0.041560000000000;797.831380000000000;0.227730000000000;;;;;0
2025;22;PI;1;8;117442;2;1;D03;B;3;2;0.040230000000000;679.382170000000000;0.325150000000000;;;;;1
2025;22;PI;3;7;122;2;1;D03;B;3;2;0.026160000000000;612.536590000000000;0.195890000000000;;;;;0
2025;22;PI;6;2;120;2;1;D04;C;3;2;0.030990000000000;782.748780000000000;0.204650000000000;;;;;0
2025;22;PI;1;7;117472;2;1;D02;D;3;2;0.046610000000000;654.806690000000000;0.076510000000000;;;;;1
2025;22;PI;6;4;117;2;1;D06;B;3;2;0.031550000000000;806.573550000000000;0.367400000000000;;;;;0
2025;22;PI;4;4;116;2;1;D06;B;3;2;0.043150000000000;787.221620000000000;0.310000000000000;;;;;0
